Record ID,Authors,Title,Publication,Volume,Issue,Pages,DOI,Abstract,URL,Publication Type,Year
7798,"Landon L. Sealey, Ken C.J. Van Rees","Influence of Skidder Traffic on Soil Bulk Density, Aspen Regeneration, and Vegetation Indices Following Winter Harvesting in the Duck Mountain Provincial Park, SK",Forest Ecology and Management,437,Not found,59 - 69,Not found,"Following a disturbance, extensive aspen (Populus tremuloides) suckering is crucial for ensuring the continued productivity of the future forest. The aim of this study was to assess the suitability of using winter harvesting in a provincial park as a way to mitigate severe soil compaction and ensure sufficient aspen regeneration to rejuvenate the mature forest. Six harvested blocks were selected for this study based on a skidder traffic intensity map, which was generated using GPS data collected throughout the duration of the harvesting event. Soil bulk density, aspen regeneration, and vegetation indices were measured across the different levels of skidder traffic intensity. Soil bulk density increased significantly following as little as 1–5 skidder passes (1.39 g cm−3) compared to the unharvested control (1.29 g cm−3); however, bulk density remained relatively constant as the level of skidder traffic intensity continued to increase. No relationship was found between soil bulk density and the level of aspen regeneration; however, the level of skidder traffic intensity significantly influenced the level of aspen regeneration. Aspen root collar diameter, leaf area index, dry leaf biomass, total N, and total P all decreased as the level of skidder traffic intensity increased; but, these decreases were not significant. Conversely, both aspen sucker density and height decreased significantly as the level of skidder traffic intensity increased, decreasing nearly 50% and 28%, respectively, in areas with 51–100 skidder passes. Multispectral remote sensing using UAV to assess the level of aspen regeneration across an entire harvested block proved ineffective. Although several vegetation indices showed significant relationships with aspen properties, none of these relationships had a coefficient of determination greater than approximately 0.2. Overall, winter harvesting appeared to have mitigated soil compaction concerns as expressed by soil bulk density and. although areas with higher levels of skidder traffic intensity (51–100 passes) experienced a decrease in aspen regeneration vigor, these areas with decreased aspen regeneration only accounted for approximately 1–2% of harvested blocks.",https://doi.org/10.1016/j.foreco.2019.01.017,Article,2019
7827,"Douglas J. Shinneman, Susan K. Mcllroy",Climate and Disturbance Influence Self‐Sustaining Stand Dynamics of Aspen (Populus tremuloides) Near its Range Margin,Ecological Applications,29,6,1187 - 1201,Not found,"Species that are primarily seral may form stable (self‐sustaining) communities under certain disturbance regimes or environmental conditions, yet such populations may also be particularly vulnerable to ecological change. Aspen (Populus spp.) are generally considered seral throughout the Northern Hemisphere, including P. tremuloides, the most widely distributed tree species in North America. Recent declines in aspen populations have occurred, especially along drought‐sensitive margins of its range and where fire exclusion and herbivory have promoted community transition. However, aspen also forms stable stands, and examination of the mechanisms that influence persistence can offer conservation insights, especially where populations are vulnerable to changing climate or altered disturbance dynamics. We sampled tree age and stand characteristics of isolated aspen forests in the arid Great Basin (USA) to determine if (1) aspen communities are more fire‐dependent and seral or fire‐independent and stable; (2) ungulate browsing inhibits aspen stability; and (3) temporal patterns of vegetative reproduction (i.e., ramet establishment or “suckering”) are correlated with climate. Aspen size and age class densities strongly fit negative exponential distributions, whether grouped geographically or by functional type, suggesting landscape‐scale persistence. Continuous age distributions and high proportions of recruitment‐sized to overstory trees suggest stability at stand scales, with exceptions including stands with higher browsing pressure. Few stands had evidence of fire, and relationships between dead tree size and variability in live tree size suggest a lack of fire dependency. Several 5‐yr averaged climate variables and one sea surface temperature index were correlated with aspen ramet establishment densities over time, with strongest relationships occurring ~5 yr prior to establishment year, often followed by inverse relationships ~1 yr after.",https://doi.org/10.1002/eap.1948,Article,2019
7828,"Jack A. Singer, Rob Turnbull, Mark Foster, Charles Bettigole, Brent R. Frey, Michelle C. Downey, Kristofer R. Covey, Mark S. Ashton",Sudden Aspen Decline: A Review of Pattern and Process in a Changing Climate,Forests,10,8,1 - 17,Not found,"The American quaking aspen (Populus tremuloides Michx.) and its close relative, the Eurasian quaking aspen (Populus tremula L.), cover a realm that is perhaps the most expansive of all tree species in the world. In North America, sudden aspen decline (SAD) is a growing concern that marks the rapid decline of quaking aspen trees leading to mortality at the stand and landscape scale. Research suggests that drought and water stress are the primary causes of SAD. Predisposing factors (age, structure, and landscape position), as well as associated stressors (i.e., pests and pathogens), have been linked to mortality in affected stands. The conflation of multiple interacting factors across the aspen’s broad geographic range in North America has produced significant debate over the classification of SAD as a disease and the proper management of affected stands. Interestingly, no such effects have been reported for the Eurasian aspen. We here review and synthesize the growing body of literature for North America and suggest that SAD is a novel decline disease resulting from multiple inciting and interacting factors related to climate, land-use history, and successional dynamics. We suggest that the range of aspen observed at the onset of the 21st Century was bolstered by a wet period in western North America that coincided with widespread regional cutting and clearing of late-successional forests for timber and grazing. No comparable land-use history, successional status, or age-class structure is apparent or linked for Eurasian forests. Eurasian aspen is either absent or young in managed forests, or old and decadent in parks in Fenno-Scandinavia, or it grows more intimately with a more diverse mixture of tree species that have arisen from a longer period of frequent timber cutting in Russia. Based on these insights we provide recommendations for practical management techniques that can promote stand resilience and recovery across a range of stand conditions in North America. Managers should attempt to identify SAD-prone stands using the presence of predisposing conditions and focus treatments such as coppice or prescribed fire on stands with suitable topographies, elevations, and climates. We conclude that SAD will persist throughout the coming decades, given the enormity of past cutting history, fire exclusion, and current changes in climate until a more active restoration agenda is implemented.",https://digitalcommons.usu.edu/cgi/viewcontent.cgi?article=8822&context=aspen_bib,Article,2019
7796,"Alexandria Wenninger, Teresa Hollingsworth, Diane Wagner",Predatory Hymenopteran Assemblages in Boreal Alaska: Associations with Forest Composition and Post-Fire Succession,Ecoscience,26,3,1 - 17,Not found,"Changes to the fire regime in boreal Alaska are shifting the ratio of coniferous to deciduous dominance on the landscape. The increase in aspen and birch may have important effects on predatory hymenopteran assemblages by providing a source of extrafloral nectar and increasing prey availability. Furthermore, fire-induced changes in successional age alter habitat structure and microclimate in ways that may favor ants. This study is the first to characterize the influence of fire-related vegetation changes on boreal predatory hymenopteran assemblages. We compare the abundance, species richness, and composition of predatory hymenopteran assemblages among forests at different stages of succession and of varying post-fire tree species compositions. Ant assemblages were weakly related to forest composition, but ants were significantly more abundant and speciose in early-successional forests than in mid-late successional forests. In contrast, macropterous wasp morphospecies richness and abundance, and micropterous wasp abundance, were positively related to the basal area of aspen, but were not related to successional stage. The results suggest that shifts in boreal vegetation related to climate warming will result in changes to the predaceous insect community, with ants responding positively to disturbance and wasps responding positively to an increase in the representation of aspen on the landscape.",https://digitalcommons.usu.edu/cgi/viewcontent.cgi?article=8798&context=aspen_bib,Article,2019
7797,"Angela M. White, Jonathan W. Long",Understanding Ecological Contexts for Active Reforestation Following Wildfires,New Forests,50,1,41 - 56,Not found,"To forestall loss of ecological values associated with forests, land managers need to consider where and when to prioritize active reforestation following major disturbance events. To aid this decision-making process, we summarize recent research findings pertaining to the Sierra Nevada region of California, USA to identify contexts in which active reforestation or passive recovery may best promote desirable post-fire ecological trajectories. Based on our synthesis, we suggest conceptual frameworks for assessing landscape conditions and determining areas that may be the highest priorities for tree planting to avoid persistent loss of conifer forests. Field studies have shown that some large patches of high severity burn can have relatively low levels of natural regeneration, especially among desired pine species. The accumulation of fuels and competition with shrubs and resprouting hardwoods may hinder the reestablishment of mature conifer trees. However, severe fires could also play a restorative role, by promoting non-conifer forested communities, such as meadows, shrubfields, and open forests with significant hardwood components. Such communities were historically rejuvenated and maintained by fire but have been replaced by conifer forest due in part to fire suppression. Reforestation in such areas may run counter to restoring ecological function and the ecosystem services that are provided by non-conifer communities. Through this framework, managers and stakeholders may better understand the contexts in which planting and passive recovery may better support ecological restoration.",https://doi.org/10.1007/s11056-018-9675-z,Article,2019
7829,Ellen Whitman,Burn Severity and Fire History in the Northwestern Canadian Boreal Forest: Drivers and Ecological Outcomes,Not found,Not found,Not found,1 - 233,Not found,"Wildfire is the dominant stand-renewing disturbance in the northwestern Canadian boreal forest. Fires burn extensive areas in Canada, disturbing an average of 1.96 Mha yr−1, primarily in the boreal zone. Fires generally occur every ~30 – > 200 years in this region, due in part to a lack of fuel that allows young stands to resist reburning. Boreal understory plants and trees are adapted to stand-renewing wildfire through mechanisms such as serotiny, seed banking, and resprouting from roots and rhizomes of top-killed individuals. Such adaptations confer resilience to boreal forests, and post-fire vegetation communities generally resemble the pre-fire ones, following a stand self-replacement trajectory. Recently, the area burned, average fire size, and fire season length in northwestern Canada have increased. Severe fire weather has enabled reburning of young forests at very short intervals (sometimes ≤ 10 years between fires). Such changes in fire regime appear to be driven by anthropogenic climate change and increasingly severe fire weather. Furthermore, increasing moisture stress is implicated in simultaneous increases in fire activity, and worsening conditions for post-fire establishment of trees. Shifts in fire regime characteristics, such as burn severity and fire-free interval may lead to changes in vegetation composition following fire, thwarting stand self-replacement expectations.",https://digitalcommons.usu.edu/cgi/viewcontent.cgi?article=8821&context=aspen_bib,Thesis/Dissertation,2019
7819,"Erin Wiley, Carolyn M. King, Simon M. Landhäusser",Identifying the Relevant Carbohydrate Storage Pools Available for Remobilization in Aspen Roots,Tree Physiology,39,7,1109 - 1120,Not found,"Nonstructural carbohydrate (NSC) remobilization remains poorly understood in trees. In particular, it remains unclear (i) which tissues (e.g., living bark or xylem) and compounds (sugars or starch) in woody plants are the main sources of remobilized carbon, (ii) to what extent these NSC pools can be depleted and (iii) whether initial NSC mass or concentration is a better predictor of regrowth potential following disturbance. To address these questions, we collected root segments from a large mature trembling aspen stand; we then allowed them to resprout (sucker) in the dark and remobilize NSC until all sprouts had died. We found that initial starch mass, not concentration, was the best predictor of subsequent sprout mass. In total, more NSC mass (~4×) was remobilized from the living inner bark than the xylem of the roots. After resprouting, root starch was generally depleted to",https://doi.org/10.1093/treephys/tpz051,Article,2019
7705,"A. Aleksey Fedorkov, L-J Stener, P. Pulkkinen",Is It Possible to Select Hybrid Aspen Clones of High Plasticity and High Stability,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Article,2018
7752,"Jon Andersson, Eva Domingo Gomez, Sophie Michon, Jean-Michel Roberge",Tree cavity densities and characteristics in managed and unmanaged Swedish boreal forest,Scandinavian Journal of Forest Research,33,3,233 - 244,Not found,"In forests worldwide, ∼10−40% of bird and mammal species require cavities for nesting or roosting. Although knowledge of tree cavity availability and dynamics has increased during past decades, there is a striking lack of studies from boreal Europe. We studied the density and characteristics of cavities and cavity-bearing trees in three categories of forest in a north-Swedish landscape: clearcuts with tree retention, managed old (>100 years) forest, and unmanaged old forest. Unmanaged old forests had significantly higher mean density of cavities (2.4 ± 2.2(SD) ha−1) than managed old forest (1.1 ± 2.1 ha−1). On clearcuts the mean cavity density was 0.4 ± 2.3 ha−1. Eurasian aspen (Populus tremula) had a higher probability of containing excavated cavities than other tree species. There was a greater variety of entrance hole shapes and a higher proportion of cavities with larger entrances in old forest than on clearcuts. Although studies of breeding success will be necessary to more accurately assess the impact of forest management on cavity-nesting birds, our results show reduced cavity densities in managed forest. To ensure future provision of cavities, managers should retain existing cavity-bearing trees as well as trees suitable for cavity formation, particularly aspen and dead trees.",https://doi.org/10.1080/02827581.2017.1360389,Article,2018
7786,"Usoltev Vladimir Andreevich, Omid Shobairi, Chasovskikh Viktor Petrovich",Climate-Induced Gradients of Populus sp. Forest Biomass on the Territory of Eurasia,Journal of Ecological Engineering,19,1,218 - 224,Not found,"On the basis of the compiled database in a number of 413 sample plots with determinations of forest biomass of the genus Populus sp. on the territory of Eurasia from France to southern China and Japan statistically significant transcontinental decreasing of stem, above ground and total biomass as in the direction from northern temperate to subequatorial zonal belt and in the direction from the Atlantic and Pacific coasts to the continentality pole in Siberia is established. Unlike wood story, understory biomass in these directions has not decreased, and increasing. The root: shoot ratio increases in the range between northern temperate and subequatorial zonal belts from 15 to 32% and within the southern temperate zone it monotonically increases from 5% on the oceanic coasts to 40% near continentality pole. The ratio of understory to wood story biomass increases from 0.3 to 1.6% ranging from northern temperate to subequatorial zonal belt, and within the south temperate zone it monotonically increases from zero values near Atlantic and Pacificcoasts, approaching the level of 40% near the continentality pole. The results can be useful in the management of biosphere functions of forests, what is important when implementing activities on climate stabilization, as well as in the validation of the results of the simulations for assessing the carbon-depositing forest capacity.",https://digitalcommons.usu.edu/cgi/viewcontent.cgi?article=8794&context=aspen_bib,Article,2018
7737,"Usoltsev Vladimir Andreevich, Omid Shobairi, Chasovskikh Viktor Petrovich",Climate-Induced Gradients of Populus sp. Forest Biomass on the Territory of Eurasia,Journal of Ecological Engineering,19,1,218 - 224,Not found,"On the basis of the compiled database in a number of 413 sample plots with determinations of forest biomass of the genus Populus sp. on the territory of Eurasia from France to southern China and Japan statistically significant transcontinental decreasing of stem, above ground and total biomass as in the direction from northern temperate to subequatorial zonal belt and in the direction from the Atlantic and Pacific coasts to the continentality pole in Siberia is established. Unlike wood story, understory biomass in these directions has not decreased, and increasing. The root: shoot ratio increases in the range between northern temperate and subequatorial zonal belts from 15 to 32% and within the southern temperate zone it monotonically increases from 5% on the oceanic coasts to 40% near continentality pole. The ratio of understory to wood story biomass increases from 0.3 to 1.6% ranging from northern temperate to subequatorial zonal belt, and within the south temperate zone it monotonically increases from zero values near Atlantic and Pacificcoasts, approaching the level of 40% near the continentality pole. The results can be useful in the management of biosphere functions of forests, what is important when implementing activities on climate stabilization, as well as in the validation of the results of the simulations for assessing the carbon-depositing forest capacity.",https://doi.org/10.12911/22998993/79403,Article,2018
7769,"Jennifer Arnold, Mae Sexauer Gustin, Peter J. Weisberg",Evidence for Nonstomatal Uptake of Hg by Aspen and Translocation of Hg from Foliage to Tree Rings in Austrian Pine,Environmental Science & Technology,52,3,1174 - 1182,Not found,"To determine whether trees are reliable biomonitors of air mercury (Hg) pollution concentrations were measured in bark, foliage, and tree rings. Data were developed using 4-year old Pinus and Populus trees grown from common genetic stock in Oregon and subsequently transferred to four air treatments differing in gaseous oxidized mercury (GOM) chemistry and total gaseous Hg (TGM) concentrations. Soil of a subset of trees was spiked with HgBr2 in solution to test for root uptake. Results indicate no significant effect of the soil spike or GOM compounds on tree tissue Hg concentrations. TGM treatment had a significant effect on Pinus and Populus foliage, and Pinus year 5 growth ring concentrations. Populus foliar Hg concentrations were highest in the exposure where 24 h TGM concentrations were highest, indicating the importance of the nonstomatal pathway for uptake. Pinus tree ring concentrations were correlated to day time TGM concentrations suggesting Hg accumulation into tree rings is by way of the stomata and subsequent translocation by way of phloem. Populus leaves and Pinus rings can be used as biomonitors for TGM concentrations over space. However, the use of trees as temporal proxies requires further investigation due to radial translocation observed in active sapwood tree rings.",http://dx.doi.org/10.1021/acs.est.7b04468,Article,2018
7770,"Samuel F. Bartels, S Ellen Macdonald, Derek Johnson, Richard T. Caners, John R. Spence","Bryophyte Abundance, Diversity and Composition After Retention Harvest in Boreal Mixedwood Forest",Journal of Applied Ecology,55,2,947 - 957,Not found,,https://doi.org/10.1111/1365-2664.12999,Article,2018
7678,"Jonathan D. Bates, Kirk W. Davies",Quaking aspen woodland after conifer control: Herbaceous dynamics,Forest Ecology and Management,409,Not found,307 - 316,Not found,Not found,https://doi.org/10.1016/j.foreco.2017.11.032,Article,2018
7768,"Robert L. Beschta, Luke E. Painter, William J. Ripple",Trophic Cascades at Multiple Spatial Scales Shape Recovery of Young Aspen in Yellowstone,Forest Ecology and Management,413,Not found,62 - 69,Not found,"Throughout much of the 20th century, the heights of young quaking aspen (Populus tremuloides) in Yellowstone National Park’s northern ungulate winter range were suppressed due to intensive herbivory by Rocky Mountain elk (Cervus elaphus). However, following the 1995–96 reintroduction of gray wolves (Canis lupus), completing the park’s large predator guild, young aspen in various portions of the northern range began to increase in height. From 1999 to 2015, a 17-yr period of declining elk densities in the northern range, browsing rates declined and young aspen heights increased once elk densities dropped below ∼4 elk/km2. The inverse relationship between browsing rate and young aspen height, a relationship linking elk and plants, was consistent with a re-established trophic cascade. Within the Glen Creek study area (8.3 km2), decreased browsing and increased heights of young aspen were associated, at least in part, with two hypothesized small-scale predation risk factors (i.e., escape impediment, view impediment). However, the young aspen height increases did not occur in the Mammoth study area (6.0 km2) and heights there remained short. With high levels of human activity at the Mammoth townsite, wolf activity near the townsite remained low, an example of “human shielding,” thereby allowing elk browsing to continue the suppression of young aspen. Overall, results indicated that Yellowstone’s contemporary large predator guild, by altering elk behavior and density at several spatial scales, has not only contributed to a relatively widespread pattern of increased young aspen heights across much of the park’s northern range, but also greater spatial variation in those heights.",https://doi.org/10.1016/j.foreco.2018.01.055,Article,2018
7772,Mark S. Boyce,Wolves for Yellowstone: Dynamics in Time and Space,Journal of Mammalogy,99,5,1021 - 1031,Not found,"The reintroduction of gray wolves (Canis lupus) to Yellowstone National Park is the most celebrated ecological experiment in history. As predicted by population models, the rapid recovery of a wolf population caused both temporal and spatial variability in wolf–ungulate interactions that likewise generated temporal and spatial variation in the expression of trophic cascades. This has amplified spatial variation in vegetation in Yellowstone, particularly with willow (Salix spp.) and cottonwood (Populus spp.) in riparian areas, with associated changes in food webs. Increasing influences of grizzly bears (Ursus arctos), cougars (Puma concolor), and bison (Bison bison) are making what initially was predominantly an elk–wolf interaction into an increasingly complex system. Outside Yellowstone, however, humans have a dominant influence in western North America that overwhelms trophic cascades resulting in what appear to be bottom-up influences on community structure and function. Complex and unexpected ecosystem responses to wolf recovery in Yellowstone reinforce the value of national parks and other protected areas as ecological baseline reserves.",https://doi.org/10.1093/jmammal/gyy115,Article,2018
7767,"Sean M P Cahoon, Patrick F. Sullivan, Annalis H. Brownlee, Robert R. Pattison, Hans-Erik Andersen, Kate Legner, Teresa N. Hollingsworth",Contrasting Drivers and Trends of Coniferous and Deciduous Tree Growth in Interior Alaska,Ecology,99,6,1284 - 1295,Not found,"The boreal biome represents approximately one third of the world's forested area and plays an important role in global biogeochemical and energy cycles. Numerous studies in boreal Alaska have concluded that growth of black and white spruce is declining as a result of temperature‐induced drought stress. The combined evidence of declining spruce growth and changes in the fire regime that favor establishment of deciduous tree species has led some investigators to suggest the region may be transitioning from dominance by spruce to dominance by deciduous forests and/or grasslands. Although spruce growth trends have been extensively investigated, few studies have evaluated long‐term radial growth trends of the dominant deciduous species (Alaska paper birch and trembling aspen) and their sensitivity to moisture availability. We used a large and spatially extensive sample of tree cores from interior Alaska to compare long‐term growth trends among contrasting tree species (white and black spruce vs. birch and aspen). All species showed a growth peak in the mid‐1940s, although growth following the peak varied strongly across species. Following an initial decline from the peak, growth of white spruce showed little evidence of a trend, while black spruce and birch growth showed slight growth declines from ~1970 to present. Aspen growth was much more variable than the other species and showed a steep decline from ~1970 to present. Growth of birch, black and white spruce was sensitive to moisture availability throughout most of the tree‐ring chronologies, as evidenced by negative correlations with air temperature and positive correlations with precipitation. However, a positive correlation between previous July precipitation and aspen growth disappeared in recent decades, corresponding with a rise in the population of the aspen leaf miner (Phyllocnistis populiella), an herbivorous moth, which may have driven growth to a level not seen since the early 20th century. Our results provide important historical context for recent growth and raise questions regarding competitive interactions among the dominant tree species and exchanges of carbon and energy in the warming climate of interior Alaska.",https://doi.org/10.1002/ecy.2223,Article,2018
7773,"Anson Call, Samuel B. St. Clair",Timing and Mode of Simulated Ungulate Herbivory Alter Aspen Defense Strategies,Tree Physiology,38,10,1476 - 1485,Not found,"Timing of herbivory or selection of specific plant tissues (mode of herbivory) by different ungulate herbivore species are likely to have important influences on plant defense strategies. In this study, we devised two different modes of simulated herbivory, representing a selective ungulate feeding strategy (defoliation: leaf tissue removal only) and a bulk feeding strategy (clipping: leaves, twigs and meristems taken together). We applied these contrasting herbivory treatments to juvenile aspen suckers (Populus tremuloides Michx.) regenerating underneath aspen stands in early summer (June), late summer (August) or at both times to determine the effects of herbivory mode, timing and frequency on regenerating aspen. In response to the simulated herbivory treatments, we measured traits related to three plant defense strategies: tolerance (aboveground biomass and stem diameter), resistance (foliar phenolic glycosides) and vertical escape (sucker height and average leader length). There was no evidence that mode, timing or frequency of simulated herbivory induced or repressed phenolic glycoside production. Early summer herbivory was more detrimental than late summer herbivory on aspen tolerance and escape. Repeat herbivory in late summer did not amplify the negative effects of early summer herbivory. Clipping and defoliation tended to have similar effects on tolerance but clipping was more detrimental than defoliation on vertical escape. These results suggest that different ungulate herbivore species may have disparate impacts on the plant communities by selecting different tissues of the same plant, or browsing the plant at different times in the growing season.",https://doi.org/10.1093/treephys/tpy071,Article,2018
7794,"Charles J. W. Carroll, Patrick H. Martin, Alan K. Knapp, Troy W. Ocheltree",Temperature Induced Shifts in Leaf Water Relations and Growth Efficiency Indicate Climate Change may Limit Aspen Growth in the Colorado Rockies,Environmental and Experimental Botany,159,Not found,132 - 137,Not found,"Higher temperatures and evaporative demand forecasted for Colorado forests by the end of the century suggest that soil water limitation increasingly will negatively impact whole plant performance. At the same time, upslope or poleward migration of plant ranges in response to warming may result in species experiencing cooler overnight temperatures, particularly if extremes in climate increase. In 2014 we established three experimental gardens along a temperature/elevation gradient to test the implications of shifting temperatures on tree function. Quaking aspen (Populus tremuloides) seedlings from a mid-elevation population were established in all three gardens and leaves were sampled monthly during the 2017 growing season. From these, we quantified the magnitude and timing of osmotic regulation, the relationships between leaf osmotic potential (Ψosm), midday leaf water potential (Ψmid), and soil moisture conditions under different temperature regimes, and growth efficiency (change in basal area/growing day). We observed a strong relationship between Ψosm and soil moisture, and a strong seasonal decline in Ψosm at the warmest and intermediate sites while the coldest site experienced a later increase in osmolytes associated with the highest degree of freeze tolerance. Growth efficiency was highest at the intermediate-temperature site – closest in elevation to the seed source location – but declined asymmetrically with warming or cooling. The novel abiotic conditions at both non-local sites resulted in declines in growth efficiency, suggesting that aspen will experience suboptimal conditions whether it stays in areas experiencing warming temperatures or if it migrates upslope to areas with colder overnight temperatures.",https://doi.org/10.1016/j.envexpbot.2018.12.014,Article,2018
7749,"Lei Chen, Jian-Guo Huang, Andria Dawson, Lihong Zhai, Kenneth J. Stadt, Philip G. Comeau, Caroline Whitehouse",Contributions of Insects and Droughts to Growth Decline of Trembling Aspen Mixed Boreal Forest of Western Canada,Global Change Biology,24,2,655 - 667,Not found,"Insects, diseases, fire and drought and other disturbances associated with global climate change contribute to forest decline and mortality in many parts of the world. Forest decline and mortality related to drought or insect outbreaks have been observed in North American aspen forests. However, little research has been done to partition and estimate their relative contributions to growth declines. In this study, we combined tree‐ring width and basal area increment series from 40 trembling aspen (Populus tremuloidesMichx.) sites along a latitudinal gradient (from 52° to 58°N) in western Canada and attempted to investigate the effect of drought and insect outbreaks on growth decline, and simultaneously partition and quantify their relative contributions. Results indicated that the influence of drought on forest decline was stronger than insect outbreaks, although both had significant effects. Furthermore, the influence of drought and insect outbreaks showed spatiotemporal variability. In addition, our data suggest that insect outbreaks could be triggered by warmer early spring temperature instead of drought, implicating that potentially increased insect outbreaks are expected with continued warming springs, which may further exacerbate growth decline and death in North America aspen mixed forests.",https://doi.org/10.1111/gcb.13855,Article,2018
7771,Marc Coles-Ritchie,Removal of Invasive Plants from Pando Exclosure 2018,Not found,Not found,Not found,1 - 6,Not found,"On July 10-11, 2018 volunteers and staff from Great Old Broads for Wilderness and Grand Canyon Trust removed invasive plants from the Pando exclosure, a fenced portion of the Pando Clone aspen forest adjacent to Fish Lake, in Central Utah. This area has been fenced to restore a portion of the Pando Clone that has been lacking recruitment for decades, by protecting young aspen from browsing by deer and cattle. We have been removing invasive species for five years from this exclosure.",https://digitalcommons.usu.edu/cgi/viewcontent.cgi?article=8772&context=aspen_bib,Unpublished Paper,2018
7765,"A Dahr, C D Baker, H B. Massicotte, B Palik, C D B Hawkins","Response of Overstory and Understory Vegetation 37 Years After Prescribed Burning in an Aspen-Dominated Forest in Northern Minnesota, USA - A Case Study",Plant Biosystems,152,1,70 - 79,Not found,"Many studies have examined short-term changes in understory vegetation following prescribed burning. However, knowledge concerning longer term effects on both forest understory and overstory vegetation is lacking. This investigation was initiated to examine changes in understory (herbaceous and shrub) and overstory species composition almost four decades after logging and prescribed burning at the Pike Bay Experimental Forest in Minnesota. The experiment was established in 1964 with a randomized block design with four treatments: control (c); burned in spring 1967 (S0); burned in spring 1967 + repeat burn spring 1969 (S2); and burned in spring 1967 + repeat burn fall 1970 (F4). Overstory and understory species diversity indices and richness varied within and among treatments but were not strongly or consistently affected by the treatments. Multivariate analyses (multi-response block permutation procedures and non-metric multidimensional scaling) reveal some lingering effects of burning intensity and seasonal variation as well as some compositional differentiation among treatments, but only in the herb layer. In this environment, the effects of two repeated burnings (fire) have essentially disappeared for overstory and understory species diversity and community composition and have failed to convert an aspen-dominated stand to a coniferous stand (an original goal of the study).",https://doi.org/10.1080/11263504.2016.1255265,Article,2018
7766,"M Depante, R M Petrone, K J. Devito, N Kettridge, M L. Macrae, C Mendoza, J M. Waddington",Potential Influence of Nutrient Availability Along a Hillslope: Peatland Gradient on Aspen Recovery Following Fire,Ecohydrology,11,5,e1955,Not found,"The Boreal Plains (BP) of Western Canada have been exposed to increasing disturbance by wildfire and host a mixture of upland‐wetland‐pond complexes with substantial quantities of trembling aspen (Populus tremuloides Michx.) throughout the terrestrial areas. The ability of these tree species to regenerate within both upland and wetland areas of the BP following wildfire is unclear. The purpose of this study was to investigate the influence of fire on nutrient dynamics in soil and water in peatlands and forested landscapes in the BP and relate this to aspen regeneration. Nutrient concentrations, nutrient supply rates, and net nutrient mineralization rates were determined in burned and unburned sections of a peatland and forest and compared with the regeneration of aspen. NO3−, NH4+, and P varied spatially throughout the landscape, and differences were observed between peatland and upland areas. In general, differences in nutrient dynamics were not observed between burned and unburned areas, with the exception of P. Nutrient and growth data suggest that aspen do not require nutrient‐rich conditions for regeneration and instead relied on forest litter to satisfy nutrient demands. Although the peatlands contained high nutrients, aspen did not flourish in the combination of anoxic and aerobic organic‐rich soils present in this area. Although aspen may use peat water and nutrients through their rooting zones, peatlands are unsuitable for aspen re‐establishment in the long‐term. However, the combination of abundant nutrients in surface mineral soils in peat margins may indicate the vulnerability of margins to upland transformations in later successional stages.",https://doi.org/10.1002/eco.1955,Article,2018
7764,"Michael A. Falk, Richard L. Lindroth, Ken Keefover-Ring, Kenneth F. Raffa",Genetic Variation in Aspen Phytochemical Patterns Structures Windows of Opportunity for Gypsy Moth Larvae,Oecologia,187,2,471 - 482,Not found,"Empirical studies indicate that host-tree bud break will likely advance faster than spring-folivore egg hatch in response to predicted increases in temperature. How these phenological shifts will affect herbivory will depend on temporal patterns of foliar traits that occur during leaf expansion, and their effects on folivore performance. Through fine-scale time series sampling of newly flushed trembling aspen (Populus tremuloides) foliage, we observed a previously unknown peak in phenolic glycoside concentrations that coincides with the emergence of sensitive neonates of gypsy moths and rapidly declines soon after bud break. The magnitude and duration of the initial post-bud break peak in phenolic glycosides varied substantially among genotypes. In contrast, foliar nitrogen concentrations declined at a more uniform rate among genotypes throughout leaf expansion. In addition, leaf toughness remained uniformly low throughout these periods of phytochemical change, and did not rise or vary substantially among genotypes until after anticipated windows of climate change-induced shifts between bud break and egg hatch had elapsed. Controlled manipulation of intervals between gypsy moth egg hatch and aspen bud break generated differences in larval performance among hatch cohorts and host genotypes that corresponded with changes in foliar phenolic glycoside and nitrogen concentrations. These findings indicate that the effects of climate change-induced phenological shifts on herbivory will differ among host plant genotypes, and that genetic variation in foliar chemical patterns will strongly influence this heterogeneity.",https://doi.org/10.1007/s00442-018-4160-0,Article,2018
7761,"Gine M. Garvi, Jessie L. Knowlton, Colin C. Phifer, Amber M. Roth, Christopher R. Webster",Avian Community Response to Short-rotation Aspen Forest Management,Northeastern Naturalist,25,2,308 - 318,Not found,"In the upper midwestern US and parts of Canada, forests dominated by Populus tremuloides(Aspen) are increasingly being considered as a bioenergy feedstock for power plants. When used for bioenergy, these forests are harvested at much younger ages than when they are used for more traditional products, such as pulpwood and lumber. To better understand the potential consequences of a shift in shorter-rotation-harvest strategies on avian communities, we employed point counts to examine bird community composition in a chronosequence (10-45 y since harvest) of 12 coppiced, even-aged Aspen stands. Young (8-15 y old), middle (20-44 y old), and mature (45 y old) stands had no significant differences in species richness or relative abundance, but distinct avian community assemblages were associated with each stand-age class. Four bird species were significantly associated with a particular age class. Maintaining a wide range of Aspen stand-age classes in the landscape appears to be the best strategy for conserving a diverse bird community in this region.",https://doi.org/10.1656/045.025.0213,Article,2018
